transaction_id,transaction_date,customer_id,product,region,quantity,price,payment_method,revenue
386,2026-06-08,169,Mouse,Surabaya,5,13964399,bank_transfer,69821995
387,2026-06-05,171,Mouse,Makassar,4,5870649,ewallet,23482596
388,2026-06-10,127,Mouse,Surabaya,1,6647003,bank_transfer,6647003
389,2026-06-06,36,Keyboard,Surabaya,1,13098883,credit_card,13098883
390,2026-06-02,168,Headset,Surabaya,5,8394666,bank_transfer,41973330
391,2026-06-10,132,Monitor,Makassar,5,9051204,cash,45256020
392,2026-06-07,172,Mouse,Bandung,4,2976901,credit_card,11907604
393,2026-06-03,113,Monitor,Jakarta,1,551707,bank_transfer,551707
394,2026-06-09,170,Keyboard,Bandung,3,10536155,bank_transfer,31608465
395,2026-06-02,154,Mouse,Medan,3,12758589,cash,38275767
396,2026-06-09,114,Keyboard,Medan,4,2686893,ewallet,10747572
397,2026-06-01,197,Headset,Bandung,5,11235201,ewallet,56176005
398,2026-06-04,166,Laptop,Jakarta,1,1595272,cash,1595272
399,2026-06-01,57,Keyboard,Bandung,3,7300227,cash,21900681
400,2026-06-04,149,Keyboard,Jakarta,2,5332975,cash,10665950
401,2026-06-02,65,Mouse,Surabaya,4,11733923,credit_card,46935692
402,2026-06-04,97,Laptop,Bandung,1,6090683,cash,6090683
403,2026-06-05,17,Headset,Bandung,1,10631658,credit_card,10631658
404,2026-06-11,142,Mouse,Jakarta,5,2283636,ewallet,11418180
405,2026-06-08,44,Mouse,Medan,4,9855638,ewallet,39422552
406,2026-06-03,26,Mouse,Bandung,4,10275246,ewallet,41100984
407,2026-06-01,118,Monitor,Jakarta,1,13292421,bank_transfer,13292421
408,2026-06-04,187,Headset,Medan,2,14798145,bank_transfer,29596290
409,2026-06-09,142,Keyboard,Surabaya,3,834741,ewallet,2504223
410,2026-06-06,45,Mouse,Surabaya,5,8743181,ewallet,43715905
411,2026-06-06,140,Monitor,Jakarta,5,9621396,credit_card,48106980
412,2026-06-11,106,Monitor,Jakarta,4,8519036,cash,34076144
413,2026-06-08,199,Keyboard,Jakarta,3,4578691,bank_transfer,13736073
414,2026-06-07,79,Monitor,Jakarta,1,12432704,credit_card,12432704
415,2026-06-09,58,Mouse,Surabaya,1,12803373,ewallet,12803373
416,2026-06-07,8,Mouse,Jakarta,1,1037377,credit_card,1037377
417,2026-06-03,115,Keyboard,Makassar,5,6867269,bank_transfer,34336345
418,2026-06-11,184,Headset,Jakarta,5,10455343,bank_transfer,52276715
419,2026-06-11,22,Mouse,Jakarta,5,2299364,credit_card,11496820
420,2026-06-07,68,Monitor,Bandung,3,12360494,credit_card,37081482
421,2026-06-09,179,Headset,Medan,4,7904186,credit_card,31616744
422,2026-06-04,195,Keyboard,Surabaya,1,14095368,bank_transfer,14095368
423,2026-06-04,178,Mouse,Medan,5,3197152,cash,15985760
424,2026-06-06,30,Monitor,Makassar,1,4903829,bank_transfer,4903829
425,2026-06-08,82,Laptop,Jakarta,3,9541277,bank_transfer,28623831
426,2026-06-07,34,Monitor,Jakarta,3,6554903,bank_transfer,19664709
427,2026-06-06,20,Keyboard,Medan,1,8722553,bank_transfer,8722553
428,2026-06-04,109,Keyboard,Makassar,1,11784149,ewallet,11784149
429,2026-06-10,75,Mouse,Bandung,1,2950257,cash,2950257
430,2026-06-09,34,Monitor,Surabaya,5,10072229,bank_transfer,50361145
431,2026-06-09,33,Mouse,Jakarta,5,2611145,ewallet,13055725
432,2026-06-01,129,Headset,Makassar,1,5441496,ewallet,5441496
433,2026-06-03,49,Headset,Makassar,3,11416579,ewallet,34249737
434,2026-06-06,26,Laptop,Jakarta,2,13813155,cash,27626310
435,2026-06-09,25,Mouse,Medan,3,12852295,credit_card,38556885
436,2026-06-02,194,Keyboard,Makassar,4,2585243,cash,10340972
437,2026-06-06,102,Keyboard,Bandung,4,9257653,credit_card,37030612
438,2026-06-05,183,Headset,Bandung,3,916308,credit_card,2748924
439,2026-06-06,168,Monitor,Bandung,2,3611043,cash,7222086
440,2026-06-03,121,Monitor,Medan,3,3566317,bank_transfer,10698951
441,2026-06-09,35,Monitor,Medan,3,5436508,credit_card,16309524
442,2026-06-02,157,Mouse,Medan,5,9167345,cash,45836725
443,2026-06-08,128,Monitor,Jakarta,1,8025974,credit_card,8025974
444,2026-06-06,33,Monitor,Jakarta,1,5730650,ewallet,5730650
445,2026-06-10,37,Mouse,Bandung,4,2097787,credit_card,8391148
446,2026-06-03,118,Mouse,Surabaya,4,10767648,cash,43070592
447,2026-06-03,51,Keyboard,Bandung,1,11068541,bank_transfer,11068541
448,2026-06-11,138,Headset,Makassar,2,2271110,bank_transfer,4542220
449,2026-06-09,98,Keyboard,Medan,5,12854544,ewallet,64272720
450,2026-06-05,59,Mouse,Medan,2,13139187,ewallet,26278374
451,2026-06-10,116,Headset,Jakarta,5,2819709,credit_card,14098545
452,2026-06-03,106,Monitor,Medan,4,1200874,bank_transfer,4803496
453,2026-06-03,158,Mouse,Bandung,5,12673301,ewallet,63366505
454,2026-06-08,64,Monitor,Bandung,2,8238757,cash,16477514
455,2026-06-05,119,Headset,Bandung,1,5648839,bank_transfer,5648839
456,2026-06-07,80,Monitor,Medan,3,3222468,credit_card,9667404
457,2026-06-04,79,Mouse,Surabaya,2,12992269,ewallet,25984538
458,2026-06-07,200,Monitor,Bandung,4,12560822,credit_card,50243288
459,2026-06-10,6,Monitor,Surabaya,5,9358874,cash,46794370
460,2026-06-07,172,Keyboard,Makassar,1,4125666,bank_transfer,4125666
461,2026-06-07,104,Laptop,Surabaya,1,7625507,credit_card,7625507
462,2026-06-01,12,Headset,Surabaya,4,3552025,ewallet,14208100
463,2026-06-11,162,Monitor,Makassar,4,8287391,credit_card,33149564
464,2026-06-07,125,Monitor,Medan,4,6173398,cash,24693592
465,2026-06-09,53,Mouse,Jakarta,4,1617965,cash,6471860
466,2026-06-09,60,Headset,Bandung,5,13951002,cash,69755010
467,2026-06-03,133,Mouse,Bandung,5,14106728,ewallet,70533640
468,2026-06-03,160,Mouse,Bandung,4,7762088,bank_transfer,31048352
469,2026-06-04,115,Laptop,Medan,4,4159941,cash,16639764
470,2026-06-11,3,Mouse,Bandung,2,6903501,ewallet,13807002
471,2026-06-03,39,Monitor,Bandung,4,3641392,ewallet,14565568
472,2026-06-01,90,Monitor,Surabaya,4,5565862,ewallet,22263448
473,2026-06-10,145,Monitor,Surabaya,2,3880205,cash,7760410
474,2026-06-11,63,Mouse,Jakarta,2,11473522,bank_transfer,22947044
475,2026-06-04,57,Mouse,Jakarta,1,337804,cash,337804
476,2026-06-05,66,Mouse,Jakarta,3,13712327,credit_card,41136981
477,2026-06-06,98,Laptop,Surabaya,1,1519230,bank_transfer,1519230
478,2026-06-05,34,Keyboard,Jakarta,4,6070718,credit_card,24282872
479,2026-06-06,15,Keyboard,Makassar,2,13589219,ewallet,27178438
480,2026-06-07,91,Mouse,Bandung,5,1060784,cash,5303920
481,2026-06-03,29,Monitor,Surabaya,5,5969456,ewallet,29847280
482,2026-06-03,125,Monitor,Surabaya,5,5296326,bank_transfer,26481630
483,2026-06-11,43,Monitor,Surabaya,5,8250987,bank_transfer,41254935
484,2026-06-01,26,Keyboard,Bandung,2,7509326,cash,15018652
485,2026-06-02,114,Laptop,Bandung,1,1536099,ewallet,1536099
486,2026-06-06,171,Laptop,Bandung,5,8491781,credit_card,42458905
487,2026-06-10,36,Headset,Medan,5,13367860,credit_card,66839300
488,2026-06-02,155,Keyboard,Bandung,5,10428795,bank_transfer,52143975
489,2026-06-09,114,Monitor,Surabaya,3,10328151,cash,30984453
490,2026-06-08,119,Mouse,Jakarta,1,13298865,credit_card,13298865
491,2026-06-05,169,Laptop,Surabaya,2,61607,ewallet,123214
492,2026-06-05,120,Mouse,Makassar,5,9774346,credit_card,48871730
493,2026-06-02,126,Headset,Medan,5,7937317,cash,39686585
494,2026-06-09,25,Mouse,Bandung,5,416011,cash,2080055
495,2026-06-09,113,Laptop,Surabaya,1,3458776,credit_card,3458776
496,2026-06-06,72,Mouse,Bandung,5,5761077,bank_transfer,28805385
497,2026-06-03,73,Keyboard,Surabaya,3,10790709,cash,32372127
498,2026-06-05,189,Mouse,Makassar,4,9822674,credit_card,39290696
499,2026-06-03,137,Monitor,Medan,4,9807539,credit_card,39230156
500,2026-06-08,7,Keyboard,Jakarta,1,10107758,ewallet,10107758
501,2026-06-07,140,Laptop,Surabaya,2,1389928,ewallet,2779856
502,2026-06-10,197,Monitor,Surabaya,1,1430227,cash,1430227
503,2026-06-08,26,Mouse,Surabaya,1,3806476,bank_transfer,3806476
504,2026-06-06,162,Mouse,Bandung,3,12164987,ewallet,36494961
505,2026-06-05,107,Mouse,Surabaya,5,4412136,credit_card,22060680
506,2026-06-01,198,Mouse,Medan,3,10661754,bank_transfer,31985262
507,2026-06-03,116,Mouse,Bandung,1,2834220,ewallet,2834220
508,2026-06-07,103,Keyboard,Makassar,4,6674061,cash,26696244
509,2026-06-10,61,Headset,Bandung,3,14138479,bank_transfer,42415437
510,2026-06-10,114,Keyboard,Makassar,5,8218477,ewallet,41092385
511,2026-06-05,149,Headset,Surabaya,5,12539476,credit_card,62697380
512,2026-06-08,200,Headset,Bandung,3,1370246,credit_card,4110738
513,2026-06-10,80,Headset,Makassar,1,7836065,ewallet,7836065
514,2026-06-06,64,Keyboard,Surabaya,4,6635966,ewallet,26543864
515,2026-06-01,93,Headset,Jakarta,2,506461,bank_transfer,1012922
516,2026-06-02,67,Laptop,Makassar,4,11917733,ewallet,47670932
517,2026-06-05,155,Laptop,Surabaya,4,8226109,credit_card,32904436
518,2026-06-10,10,Headset,Bandung,1,8481444,ewallet,8481444
519,2026-06-06,123,Keyboard,Makassar,4,13600156,cash,54400624
520,2026-06-01,164,Monitor,Medan,5,13089346,credit_card,65446730
521,2026-06-02,199,Monitor,Bandung,3,6375298,ewallet,19125894
522,2026-06-08,47,Laptop,Makassar,2,12752136,ewallet,25504272
523,2026-06-09,24,Headset,Makassar,5,6660211,ewallet,33301055
524,2026-06-01,191,Laptop,Makassar,1,8794582,ewallet,8794582
525,2026-06-07,28,Mouse,Bandung,3,6560491,bank_transfer,19681473
526,2026-06-06,106,Headset,Bandung,4,7769154,bank_transfer,31076616
527,2026-06-02,128,Laptop,Makassar,5,14675031,cash,73375155
528,2026-06-01,30,Keyboard,Surabaya,1,11617325,credit_card,11617325
529,2026-06-09,174,Headset,Medan,4,10777790,cash,43111160
530,2026-06-06,136,Monitor,Jakarta,4,10363428,bank_transfer,41453712
531,2026-06-02,129,Monitor,Jakarta,2,4044681,credit_card,8089362
532,2026-06-06,196,Monitor,Jakarta,1,10119656,ewallet,10119656
533,2026-06-08,41,Monitor,Medan,4,12338295,credit_card,49353180
534,2026-06-05,33,Monitor,Jakarta,4,8937900,bank_transfer,35751600
535,2026-06-11,92,Monitor,Makassar,1,3164112,credit_card,3164112
536,2026-06-04,180,Keyboard,Surabaya,3,3979919,ewallet,11939757
537,2026-06-11,162,Monitor,Medan,2,3164481,bank_transfer,6328962
538,2026-06-08,58,Monitor,Jakarta,2,10714044,cash,21428088
539,2026-06-06,133,Monitor,Surabaya,4,7087157,ewallet,28348628
540,2026-06-08,133,Keyboard,Makassar,2,6925502,ewallet,13851004
541,2026-06-11,23,Monitor,Bandung,2,6836091,credit_card,13672182
542,2026-06-10,145,Mouse,Jakarta,2,5075733,credit_card,10151466
543,2026-06-04,20,Mouse,Makassar,2,13275673,ewallet,26551346
544,2026-06-05,114,Monitor,Jakarta,4,4446451,cash,17785804
545,2026-06-06,3,Headset,Makassar,5,1908234,cash,9541170
546,2026-06-11,183,Monitor,Makassar,4,5696382,bank_transfer,22785528
547,2026-06-06,190,Laptop,Surabaya,3,7736986,cash,23210958
548,2026-06-06,97,Laptop,Bandung,1,12289514,ewallet,12289514
549,2026-06-04,30,Keyboard,Jakarta,4,12488838,ewallet,49955352
550,2026-06-08,74,Keyboard,Jakarta,4,3426579,ewallet,13706316
551,2026-06-02,196,Mouse,Bandung,1,9591420,ewallet,9591420
552,2026-06-02,74,Headset,Medan,4,6953756,cash,27815024
553,2026-06-05,23,Keyboard,Makassar,1,4778779,bank_transfer,4778779
554,2026-06-11,23,Keyboard,Medan,3,4065802,ewallet,12197406
555,2026-06-02,145,Headset,Makassar,5,9443551,bank_transfer,47217755
556,2026-06-06,116,Headset,Bandung,5,3434859,credit_card,17174295
557,2026-06-01,107,Headset,Surabaya,1,6316797,cash,6316797
558,2026-06-05,81,Headset,Bandung,4,10890111,bank_transfer,43560444
559,2026-06-05,135,Mouse,Jakarta,5,2009632,credit_card,10048160
560,2026-06-02,89,Keyboard,Medan,4,5448632,credit_card,21794528
561,2026-06-03,24,Monitor,Bandung,4,747072,credit_card,2988288
562,2026-06-08,102,Headset,Medan,3,2343468,bank_transfer,7030404
563,2026-06-01,163,Mouse,Makassar,3,12533877,ewallet,37601631
564,2026-06-01,199,Laptop,Medan,1,13574993,ewallet,13574993
565,2026-06-06,187,Headset,Makassar,2,14951958,ewallet,29903916
566,2026-06-09,149,Keyboard,Bandung,5,14242730,credit_card,71213650
567,2026-06-01,181,Monitor,Medan,4,13255699,credit_card,53022796
568,2026-06-02,78,Keyboard,Surabaya,5,6363589,cash,31817945
569,2026-06-04,145,Laptop,Medan,3,5996806,ewallet,17990418
570,2026-06-06,137,Mouse,Surabaya,3,8672145,ewallet,26016435
571,2026-06-09,154,Headset,Medan,5,12687840,ewallet,63439200
572,2026-06-08,33,Laptop,Medan,5,6541831,cash,32709155
573,2026-06-09,153,Laptop,Surabaya,4,12209059,credit_card,48836236
574,2026-06-03,157,Headset,Jakarta,1,5948306,ewallet,5948306
575,2026-06-03,182,Mouse,Medan,5,14009941,bank_transfer,70049705
576,2026-06-01,75,Monitor,Medan,4,9749061,credit_card,38996244
577,2026-06-04,72,Mouse,Jakarta,1,9722858,ewallet,9722858
578,2026-06-05,28,Keyboard,Jakarta,3,14622793,ewallet,43868379
579,2026-06-11,61,Headset,Medan,2,12171592,cash,24343184
580,2026-06-03,39,Headset,Makassar,5,11708862,bank_transfer,58544310
581,2026-06-07,107,Mouse,Bandung,4,10650644,cash,42602576
582,2026-06-08,130,Laptop,Makassar,4,14634761,bank_transfer,58539044
583,2026-06-07,56,Laptop,Surabaya,5,2322292,bank_transfer,11611460
584,2026-06-08,147,Monitor,Makassar,2,1769442,ewallet,3538884
585,2026-06-03,92,Laptop,Jakarta,1,6791431,bank_transfer,6791431
586,2026-06-06,74,Keyboard,Medan,1,7506962,bank_transfer,7506962
587,2026-06-01,135,Mouse,Medan,5,7037390,bank_transfer,35186950
588,2026-06-06,152,Keyboard,Bandung,5,737749,ewallet,3688745
589,2026-06-10,165,Mouse,Makassar,2,3426344,cash,6852688
590,2026-06-06,21,Headset,Surabaya,5,13664976,cash,68324880
591,2026-06-08,17,Keyboard,Bandung,5,10095579,ewallet,50477895
592,2026-06-07,178,Mouse,Surabaya,3,6259989,bank_transfer,18779967
593,2026-06-04,150,Headset,Jakarta,3,11430528,bank_transfer,34291584
594,2026-06-11,28,Laptop,Jakarta,3,8966699,bank_transfer,26900097
595,2026-06-10,86,Laptop,Bandung,1,13477033,cash,13477033
596,2026-06-02,75,Keyboard,Makassar,4,11942540,bank_transfer,47770160
597,2026-06-06,92,Mouse,Medan,2,5162936,credit_card,10325872
598,2026-06-09,7,Mouse,Medan,4,3196665,ewallet,12786660
599,2026-06-04,1,Monitor,Surabaya,4,14861725,credit_card,59446900
600,2026-06-05,89,Monitor,Makassar,5,2900869,ewallet,14504345
601,2026-06-11,34,Keyboard,Surabaya,1,14115316,bank_transfer,14115316
602,2026-06-05,143,Laptop,Medan,3,1510578,bank_transfer,4531734
603,2026-06-09,47,Monitor,Medan,1,475043,credit_card,475043
604,2026-06-05,39,Mouse,Bandung,2,12027828,cash,24055656
605,2026-06-06,154,Monitor,Surabaya,5,11793895,cash,58969475
606,2026-06-08,31,Monitor,Medan,2,14804207,bank_transfer,29608414
607,2026-06-05,177,Keyboard,Jakarta,1,7495674,bank_transfer,7495674
608,2026-06-02,155,Keyboard,Jakarta,5,14459078,cash,72295390
609,2026-06-02,67,Monitor,Bandung,3,11639445,credit_card,34918335
610,2026-06-07,92,Keyboard,Surabaya,4,6687790,ewallet,26751160
611,2026-06-10,186,Laptop,Jakarta,2,13060340,cash,26120680
612,2026-06-02,194,Headset,Surabaya,3,641123,bank_transfer,1923369
613,2026-06-04,162,Laptop,Surabaya,5,1300745,credit_card,6503725
614,2026-06-09,9,Laptop,Makassar,1,14780400,cash,14780400
615,2026-06-01,120,Keyboard,Bandung,1,14591102,cash,14591102
616,2026-06-05,127,Laptop,Medan,2,5559067,cash,11118134
617,2026-06-08,113,Keyboard,Medan,3,6659772,cash,19979316
618,2026-06-09,54,Monitor,Makassar,1,5267189,cash,5267189
619,2026-06-03,25,Mouse,Jakarta,3,12940578,credit_card,38821734
620,2026-06-01,102,Keyboard,Medan,4,3430642,bank_transfer,13722568
621,2026-06-08,134,Headset,Jakarta,3,5408030,credit_card,16224090
622,2026-06-03,197,Headset,Makassar,2,13905295,credit_card,27810590
623,2026-06-10,129,Mouse,Surabaya,5,3820946,bank_transfer,19104730
624,2026-06-08,139,Headset,Jakarta,4,7825113,bank_transfer,31300452
625,2026-06-06,43,Laptop,Bandung,3,10713850,bank_transfer,32141550
626,2026-06-11,56,Keyboard,Surabaya,2,2676347,bank_transfer,5352694
627,2026-06-05,130,Headset,Bandung,3,80832,bank_transfer,242496
628,2026-06-04,187,Mouse,Makassar,3,5358827,credit_card,16076481
629,2026-06-06,110,Laptop,Makassar,5,11383197,cash,56915985
630,2026-06-11,166,Laptop,Surabaya,3,1149996,credit_card,3449988
631,2026-06-03,45,Keyboard,Bandung,3,11088582,credit_card,33265746
632,2026-06-06,47,Monitor,Bandung,4,13557121,ewallet,54228484
633,2026-06-03,113,Laptop,Bandung,1,4329714,bank_transfer,4329714
634,2026-06-08,7,Mouse,Surabaya,1,12517340,cash,12517340
635,2026-06-10,170,Mouse,Bandung,1,288721,cash,288721
636,2026-06-07,109,Headset,Makassar,4,9823372,ewallet,39293488
637,2026-06-11,32,Monitor,Medan,1,637135,credit_card,637135
638,2026-06-03,166,Mouse,Makassar,5,4711396,cash,23556980
639,2026-06-03,143,Keyboard,Jakarta,2,10530070,credit_card,21060140
640,2026-06-04,132,Headset,Surabaya,2,7199132,credit_card,14398264
641,2026-06-08,142,Monitor,Jakarta,3,7544230,credit_card,22632690
642,2026-06-06,162,Headset,Jakarta,5,3543239,credit_card,17716195
643,2026-06-04,99,Laptop,Jakarta,2,6661354,bank_transfer,13322708
644,2026-06-03,12,Keyboard,Jakarta,1,8381725,ewallet,8381725
645,2026-06-08,167,Mouse,Jakarta,2,2264526,credit_card,4529052
646,2026-06-09,32,Laptop,Bandung,5,1260171,credit_card,6300855
647,2026-06-06,78,Headset,Bandung,5,11872813,ewallet,59364065
648,2026-06-10,32,Monitor,Makassar,3,525073,credit_card,1575219
649,2026-06-06,37,Mouse,Medan,3,762486,credit_card,2287458
650,2026-06-01,117,Laptop,Surabaya,5,13774821,ewallet,68874105
651,2026-06-04,12,Monitor,Surabaya,3,5012831,credit_card,15038493
652,2026-06-09,43,Headset,Makassar,1,183033,credit_card,183033
653,2026-06-10,121,Keyboard,Makassar,2,13549144,ewallet,27098288
654,2026-06-09,36,Mouse,Bandung,3,11808671,ewallet,35426013
655,2026-06-08,133,Mouse,Medan,2,11933291,ewallet,23866582
656,2026-06-02,166,Headset,Jakarta,2,14009967,credit_card,28019934
657,2026-06-02,134,Headset,Surabaya,3,9959616,credit_card,29878848
658,2026-06-01,99,Keyboard,Bandung,4,13190421,credit_card,52761684
659,2026-06-10,27,Monitor,Surabaya,3,1717204,ewallet,5151612
660,2026-06-05,121,Monitor,Makassar,1,4876069,cash,4876069
661,2026-06-05,153,Headset,Medan,5,3040907,ewallet,15204535
662,2026-06-04,60,Mouse,Bandung,2,2396370,ewallet,4792740
663,2026-06-10,167,Monitor,Jakarta,3,3998332,ewallet,11994996
664,2026-06-11,50,Mouse,Surabaya,2,3368338,bank_transfer,6736676
665,2026-06-07,81,Monitor,Bandung,1,7749355,credit_card,7749355
666,2026-06-09,59,Monitor,Medan,2,3667790,ewallet,7335580
667,2026-06-10,69,Mouse,Bandung,1,8570861,credit_card,8570861
668,2026-06-05,84,Keyboard,Makassar,3,13869014,cash,41607042
669,2026-06-08,122,Headset,Bandung,3,6860064,cash,20580192
670,2026-06-11,189,Keyboard,Medan,5,13073130,cash,65365650
671,2026-06-08,169,Mouse,Medan,1,6535403,ewallet,6535403
672,2026-06-09,47,Laptop,Jakarta,5,5029954,credit_card,25149770
673,2026-06-09,99,Keyboard,Jakarta,4,9559733,credit_card,38238932
674,2026-06-11,65,Monitor,Surabaya,1,6037915,credit_card,6037915
675,2026-06-08,154,Keyboard,Medan,2,4182177,credit_card,8364354
676,2026-06-07,2,Keyboard,Surabaya,1,9581903,ewallet,9581903
677,2026-06-04,151,Monitor,Bandung,5,7377930,bank_transfer,36889650
678,2026-06-01,111,Keyboard,Bandung,3,9798872,ewallet,29396616
679,2026-06-03,176,Headset,Bandung,5,13580228,ewallet,67901140
680,2026-06-01,100,Laptop,Jakarta,5,5442461,bank_transfer,27212305
681,2026-06-08,20,Headset,Makassar,2,10005863,credit_card,20011726
682,2026-06-07,98,Laptop,Surabaya,5,11681061,ewallet,58405305
683,2026-06-11,148,Mouse,Jakarta,1,2307412,credit_card,2307412
684,2026-06-11,32,Monitor,Medan,3,9886437,ewallet,29659311
685,2026-06-05,36,Headset,Jakarta,5,9824333,bank_transfer,49121665
686,2026-06-05,124,Laptop,Bandung,4,11647896,credit_card,46591584
687,2026-06-11,70,Keyboard,Bandung,2,10329895,ewallet,20659790
688,2026-06-09,200,Monitor,Medan,4,3755358,ewallet,15021432
689,2026-06-04,60,Headset,Makassar,1,5065798,ewallet,5065798
690,2026-06-09,34,Laptop,Makassar,2,9302747,credit_card,18605494
691,2026-06-05,94,Keyboard,Makassar,2,14326518,ewallet,28653036
692,2026-06-08,24,Mouse,Makassar,1,7051485,bank_transfer,7051485
693,2026-06-11,49,Headset,Bandung,2,545597,ewallet,1091194
694,2026-06-03,189,Mouse,Medan,4,6774849,bank_transfer,27099396
695,2026-06-07,131,Headset,Surabaya,3,7417491,bank_transfer,22252473
696,2026-06-07,45,Laptop,Surabaya,4,5974199,bank_transfer,23896796
697,2026-06-11,133,Laptop,Makassar,3,7031396,cash,21094188
698,2026-06-10,49,Keyboard,Medan,5,10870675,cash,54353375
699,2026-06-05,10,Laptop,Bandung,3,8500428,credit_card,25501284
700,2026-06-03,160,Monitor,Medan,5,6765660,cash,33828300
701,2026-06-01,2,Headset,Jakarta,5,1426528,credit_card,7132640
702,2026-06-10,129,Monitor,Makassar,2,1476469,ewallet,2952938
703,2026-06-07,47,Keyboard,Surabaya,1,1554347,ewallet,1554347
704,2026-06-09,192,Laptop,Jakarta,3,13866025,bank_transfer,41598075
705,2026-06-04,160,Headset,Jakarta,4,9405967,bank_transfer,37623868
706,2026-06-09,8,Headset,Medan,3,3175265,cash,9525795
707,2026-06-02,24,Monitor,Bandung,1,10834138,bank_transfer,10834138
708,2026-06-05,150,Mouse,Bandung,2,4342120,ewallet,8684240
709,2026-06-03,11,Monitor,Makassar,3,1982529,credit_card,5947587
710,2026-06-10,84,Mouse,Makassar,3,3571661,credit_card,10714983
711,2026-06-03,145,Keyboard,Jakarta,2,5567771,bank_transfer,11135542
712,2026-06-02,83,Laptop,Makassar,2,8505015,cash,17010030
713,2026-06-09,106,Monitor,Makassar,4,3299734,bank_transfer,13198936
714,2026-06-06,175,Headset,Bandung,4,6824574,credit_card,27298296
715,2026-06-10,195,Monitor,Surabaya,4,7839453,bank_transfer,31357812
716,2026-06-03,97,Laptop,Surabaya,3,4684587,credit_card,14053761
717,2026-06-11,186,Headset,Medan,5,9354920,bank_transfer,46774600
718,2026-06-01,56,Mouse,Makassar,5,8048677,credit_card,40243385
719,2026-06-08,98,Mouse,Medan,4,4041547,ewallet,16166188
720,2026-06-07,111,Mouse,Medan,3,8277394,cash,24832182
721,2026-06-03,57,Laptop,Jakarta,2,1878768,cash,3757536
722,2026-06-10,11,Keyboard,Medan,1,362141,cash,362141
723,2026-06-09,69,Mouse,Makassar,3,2277468,cash,6832404
724,2026-06-02,6,Mouse,Jakarta,4,12093789,cash,48375156
725,2026-06-11,104,Mouse,Jakarta,2,5935284,credit_card,11870568
726,2026-06-11,195,Keyboard,Makassar,2,14234598,cash,28469196
727,2026-06-02,187,Monitor,Medan,2,13930196,bank_transfer,27860392
728,2026-06-05,136,Mouse,Bandung,4,2449772,cash,9799088
729,2026-06-04,158,Keyboard,Surabaya,1,13898616,credit_card,13898616
730,2026-06-07,178,Headset,Makassar,5,7919263,credit_card,39596315
731,2026-06-09,53,Monitor,Medan,2,3438284,ewallet,6876568
732,2026-06-08,44,Monitor,Surabaya,4,11401775,ewallet,45607100
733,2026-06-11,25,Laptop,Surabaya,2,4672053,ewallet,9344106
734,2026-06-03,29,Headset,Surabaya,2,10708215,bank_transfer,21416430
735,2026-06-11,11,Mouse,Bandung,4,4481829,bank_transfer,17927316
736,2026-06-09,192,Monitor,Bandung,2,2020510,credit_card,4041020
737,2026-06-07,93,Keyboard,Makassar,3,12644986,ewallet,37934958
738,2026-06-07,85,Monitor,Surabaya,3,12278534,credit_card,36835602
739,2026-06-08,112,Keyboard,Surabaya,3,9361049,bank_transfer,28083147
740,2026-06-11,197,Monitor,Jakarta,1,413086,ewallet,413086
741,2026-06-11,152,Mouse,Makassar,2,11457956,ewallet,22915912
742,2026-06-02,162,Mouse,Jakarta,4,9746658,ewallet,38986632
743,2026-06-11,111,Monitor,Surabaya,4,5706391,cash,22825564
744,2026-06-03,108,Mouse,Medan,4,11448354,credit_card,45793416
745,2026-06-07,31,Laptop,Surabaya,3,5750877,cash,17252631
746,2026-06-04,120,Mouse,Surabaya,5,7686501,cash,38432505
747,2026-06-05,64,Mouse,Makassar,1,10819664,ewallet,10819664
748,2026-06-01,57,Mouse,Jakarta,2,4341352,cash,8682704
749,2026-06-06,134,Mouse,Jakarta,2,5120174,credit_card,10240348
750,2026-06-05,22,Laptop,Bandung,2,7763844,bank_transfer,15527688
751,2026-06-07,128,Laptop,Surabaya,4,2329130,credit_card,9316520
752,2026-06-11,57,Monitor,Bandung,1,5517395,bank_transfer,5517395
753,2026-06-06,67,Headset,Bandung,3,12600943,credit_card,37802829
754,2026-06-08,59,Monitor,Medan,3,2006058,cash,6018174
755,2026-06-05,2,Monitor,Bandung,2,7370673,bank_transfer,14741346
756,2026-06-08,197,Monitor,Medan,1,2011662,credit_card,2011662
757,2026-06-01,57,Monitor,Jakarta,3,4013589,bank_transfer,12040767
758,2026-06-01,46,Monitor,Jakarta,1,3033326,cash,3033326
759,2026-06-03,192,Laptop,Medan,5,9666689,credit_card,48333445
760,2026-06-09,59,Monitor,Medan,5,6057346,ewallet,30286730
761,2026-06-11,77,Mouse,Makassar,5,1871616,credit_card,9358080
762,2026-06-04,195,Monitor,Medan,5,8653148,bank_transfer,43265740
763,2026-06-11,153,Keyboard,Jakarta,4,5094276,ewallet,20377104
764,2026-06-01,118,Headset,Surabaya,2,13522059,ewallet,27044118
765,2026-06-06,82,Mouse,Medan,4,1135349,ewallet,4541396
766,2026-06-10,195,Laptop,Surabaya,1,11603273,ewallet,11603273
767,2026-06-07,125,Headset,Bandung,1,2170982,ewallet,2170982
768,2026-06-08,43,Keyboard,Bandung,5,10274335,bank_transfer,51371675
769,2026-06-06,152,Keyboard,Surabaya,1,6488606,ewallet,6488606
770,2026-06-06,94,Mouse,Bandung,2,876318,ewallet,1752636
